Jan 2015,46.00
Feb 2015,46.00
Mar 2015,47.00
Apr 2015,49.00
May 2015,51.00
Jun 2015,53.00
Jul 2015,55.00
Aug 2015,57.00
Sep 2015,59.00
Oct 2015,61.00
Nov 2015,64.00
Dec 2015,67.00
Jan 2016,66.00
Feb 2016,68.00
Mar 2016,70.00
Apr 2016,71.00
May 2016,72.00
Jun 2016,73.00
Jul 2016,73.00
Aug 2016,73.00
Sep 2016,72.00
Oct 2016,71.00
Nov 2016,71.00
Dec 2016,72.00
